"Sample","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","type"
"13",-123.373067695339,-19.5627399687181,-2.14707346187592,92.8565974108489,-47.2236454994157,-21.9200082257974,-19.5738700514303,-14.1118945637076,-16.8252744312244,14.4321843902789,34.4778058541575,10.8712095201916,13.0290102445442,-10.6256885452609,5.57896747097783,-6.74870535864033,-10.8150545756531,48.2414763047331,8.98783080511455,-19.4129174517969,"ependymoma"
"14",78.5400744024004,-29.220189030112,69.8922827646293,39.2695694738687,-40.0768824417338,67.9376012758347,-83.1843657378706,44.5509081642974,-23.7567401216608,23.3346880853514,-51.6603365450327,67.7410740742351,-35.1170470689321,-13.950097182169,11.8568630141963,-0.369515735517583,-21.9738749534574,-6.20763697376145,4.01435103719602,32.2209587909905,"ependymoma"
"15",-91.5738742220258,-96.8073229243333,15.908164700986,24.623020467671,-72.0471272745617,13.2480139735835,25.0887338285686,-29.851256774348,11.4499562899704,-28.2332700351476,10.1635508273832,-0.955851185382574,-5.20294402356601,3.10928784969879,15.2575904305738,6.83810941963215,13.3361332514323,8.8192243515171,15.3111595487363,0.478596286584911,"ependymoma"
"16",48.1360638492744,-65.6490940892892,0.0813902238797001,82.0843786969906,-36.9123078733306,49.0007146985714,-54.6608839011752,68.5135574631294,22.65998703996,-53.1666714658109,13.7096588556687,-1.8789153110011,16.178582844126,16.956806050151,12.3337905861121,-13.1941704929813,3.13315791669215,-3.18064040719438,-16.9167414005484,16.5901088933733,"ependymoma"
"17",-133.566667362557,-39.4114839036826,-19.9775212137431,43.0033414509732,3.42716321971784,62.3318845730115,33.1818305568438,-4.20713291556324,-62.6518886908786,72.1681604960624,29.1846298595843,36.029515139999,-5.52831756289955,17.8415101132581,-7.36271177391414,-12.1017771206727,19.7509749643314,-21.9271432787196,7.58537177463356,0.318943471062874,"ependymoma"
"18",-97.8624306917508,-69.3481151797841,-32.3410795880208,-17.1948843971627,-52.7949397208964,-1.90576706921099,37.8811104738277,-7.18945149777579,27.6390632613419,-9.27348953287611,-2.46999917676224,-12.5908775052894,-12.1057613932309,-0.26731099194584,-10.3155587772741,-16.5456305146134,-4.31583932224938,-1.59414496404522,-6.4194013156774,12.1450926266457,"ependymoma"
"19",47.6567606676952,-103.209026660862,39.6608402955791,48.5838705285636,-75.9621603349188,55.8123597193663,-66.2482864438676,23.8523950104704,23.1720106812362,-22.1681923423642,11.1169266142291,-29.5488066679063,-11.2309099383896,2.40872713961144,3.05029827949052,1.07841913941037,-7.19832704937562,0.00107225516856263,-3.06085480134211,7.91143852448987,"ependymoma"
"20",-90.1000003646722,-89.2918164712144,-7.6044187776608,25.8456470992337,-63.9971055852036,45.6965659001337,37.7676708396947,-0.792113327239394,26.3875750373371,-37.6623352583427,-8.07470898654343,5.15508165069429,-3.14387123708948,10.7219687868952,38.8615767030442,6.28532187456077,-9.26712949399557,1.00059784015736,9.14355193332338,1.5040888492422,"ependymoma"
"21",-94.3082389541376,-67.4531241260903,-7.20722090076393,-14.7631032545421,-20.7216645010836,5.37703661799002,41.338638344357,50.0895120588407,4.34694254659061,3.26963032790359,15.2194237413736,-34.9772292330624,-14.0593968763007,6.62899122382102,4.65028072550543,-1.24170529623132,-30.9094309991551,-27.2142451850701,-17.2584994082491,11.8491100399365,"ependymoma"
"22",-83.7295710614305,-49.5943840567108,67.2665947103059,19.5846065088369,-47.9791800097221,-36.4215689707835,3.12431274518767,48.5863311722497,-11.1546205422741,-13.1762741131261,28.4883533364572,3.22649253267353,15.0404041633131,-7.06067369957624,42.4348008665255,-15.3402549508838,-45.5444859282578,26.4039450169696,-7.42975378537682,1.80413242865839,"ependymoma"
"23",64.5285576856963,-75.1404999013422,6.08599962271349,47.8854410270263,-50.8416020000308,70.9738530120452,-83.3686752444482,46.4459019774661,-21.2002115614112,57.39378368749,-24.9927542904206,54.0438483011768,-23.7568974351738,25.0579331076,-4.57301909409518,7.61651815393176,0.292214245583652,-21.9680821896372,9.81138854209274,-3.15743474759543,"ependymoma"
"24",44.2546679937852,-97.3042291399493,-2.19543991495042,61.753730282898,-56.3182943778423,59.2139074559988,-45.4753638439921,19.7771480489142,25.0372477111272,-16.93226845681,-11.428645016016,-28.9575246243631,-7.49394283500118,20.4242463174196,15.8498179531353,-5.05390203483108,-18.6066588412224,9.16211133835215,3.66961673427337,-6.66427992962428,"ependymoma"
"25",-119.760234007168,-67.4138602187139,-34.9298630045434,-2.91933750331539,-23.1111631367433,11.4964209374146,57.9918576786692,23.575738118497,18.1425271302173,-5.29658693198028,-9.86188940146203,-23.1383239261894,-22.2764168476483,2.22865699943061,-16.4996760550243,5.66638014004186,-12.4151218094688,-31.648111168595,-32.6523779230789,15.958028466887,"ependymoma"
"26",-141.549321623476,-65.5983372256639,-37.8820331566134,24.9508041500118,-25.5237938052958,-8.59776000158667,66.7168193187374,-22.4779893180607,-4.47501752463439,-16.6476558265047,12.1980851060683,-7.51265987209061,-4.66013903841037,1.60532612618704,23.8428806927188,0.923277829903973,-1.60755174880956,-17.1912057817259,-1.10259158217654,-24.5348376843191,"ependymoma"
"27",-60.8899072331663,-56.3113077908251,1.57890497802859,6.77260101285996,-76.1265454983196,-31.2033015189246,36.8171863202568,62.8306530881859,35.1247080762769,4.96403777455616,28.5333650447438,-0.74026140935608,-1.98758528673721,1.00508401290629,-9.21020762264028,12.8647425365873,-4.79749924372719,-13.6403306252097,-13.6536547988667,-18.743247720159,"ependymoma"
"28",-124.66619166886,-44.3100561477032,-15.3043031517066,51.5152975196474,-50.3669578639153,3.21629653595836,43.820236784764,-5.40090651313565,2.15541633671225,-9.81942385115147,45.7930777773828,5.9563385625236,13.7737554042453,-12.8752111350146,7.9053550484845,8.02260229868743,15.5829909500548,-6.24460505648696,12.5573651101445,-22.1528049897368,"ependymoma"
"29",35.5483499074964,-88.2941448506756,-57.9660064801812,16.1065886609184,-7.26919391487224,57.9401906969592,-5.66847749471933,14.8042196852997,15.0037198218396,13.1760690319472,-19.9018242110137,-67.9673595826936,-23.088618969849,-0.126794788104849,-3.71779224539408,-12.8632096838917,-26.5793545260466,-32.9889746160493,1.88334837988548,-34.8258296017118,"ependymoma"
"30",125.23939524737,-68.5107948902297,9.55614148088643,58.4780875196868,-82.0150441591549,-53.2793809693251,24.1695602810361,-17.996857284809,17.4996275955064,-8.30768604839323,31.9302815416411,17.9390803072096,20.539280544146,-7.67942249887298,32.1641821963044,19.6504078252813,20.129494060721,24.6272428160962,12.5421030543263,7.45692778671174,"ependymoma"
"31",117.271139864686,-105.350520486339,-25.9184910679977,40.8118320059547,-49.7955314614178,-21.2714812054236,43.6973313845231,-27.3355942273527,13.4508979800473,-22.5543484438696,1.64333671198563,-7.90920353592222,9.78073480515405,-9.09971117805362,11.2456054190453,3.37134765638735,9.48059966675201,2.68305365240506,13.9585123033832,14.9464650339675,"ependymoma"
"32",-133.510878856325,-35.6812815812062,16.7865332078701,42.9091756766566,-21.4983360365227,-2.38477445773697,33.3361710114869,-20.3035141994834,-34.1481043702116,17.8240662253063,-20.5013359779794,67.799792550342,-8.20498994703336,-30.8187671898667,9.60527362586963,-7.62399733740259,7.04790643877758,-22.3423701906766,-18.8196506582626,1.59648877940969,"ependymoma"
"33",-184.330094535942,22.1689206783193,-99.1512411339339,100.284378309249,-1.69422376254698,-110.817657875208,-47.4621025428418,-42.4531395087179,28.6545400569378,-38.9255741970929,-35.2972765625108,15.2545168720468,-18.0382457136469,-21.1912075332667,-5.06291505095039,14.1968617756175,0.623436083245416,-6.94417813666516,1.97450708719688,-24.9866711664069,"ependymoma"
"34",39.5359727746407,-27.0142975724483,-66.2021357940891,93.5549564951795,20.2492782697444,-3.3334310896691,78.6679201348594,7.06396840798458,7.00315516421793,-16.0664128356687,21.5125062672522,15.8320391368705,15.7144410293743,22.4621646891202,26.3432560168102,-14.0441608454871,-7.72712905103662,10.4340254396412,-14.7293424310734,9.53890857397143,"ependymoma"
"35",-87.1136163908097,-62.3627409939529,21.6818163726071,10.5249714003995,-47.218699368174,7.00822186495704,44.687402903664,9.59580113975631,-3.58016981154269,4.95960634966478,51.9233982182296,-27.6693711496764,-3.38272327210248,-7.75176537661884,-7.53037424559139,0.840689631493393,0.0431976722351267,-27.9719564738446,-9.02218120635572,2.5946294025356,"ependymoma"
"36",138.564107601619,-81.6665295162718,0.52525028330516,35.6098760877293,-47.6742662193085,-56.2076702480527,-0.863815749606337,4.50919523118339,-20.6397390003461,-32.1668342905715,23.0931453121025,-11.1774006502481,37.4801149517382,-4.22155635108964,-17.2980669876108,10.8163257269918,29.7048016262688,-6.91995050369886,3.48611246984487,31.0632108931266,"ependymoma"
"37",156.862913331956,-35.3940587504207,67.5382746516564,-20.8234914995836,-28.8843928870773,-61.2352406306014,-34.2526690229457,8.51517627688911,-5.80283851926518,16.3911153180956,21.8717286536728,36.888881314629,32.0011496908518,-64.2532930677395,15.7757078864738,33.8656629934605,17.3859922886341,31.2521489913392,-9.47430194024631,21.6113979135072,"ependymoma"
"38",138.88905934659,-91.618826159027,19.6106965466564,17.1991027120289,-29.4856246060333,-36.9660253004748,-8.24315272578505,-9.09476124145116,-5.38107563887288,-23.616382976917,20.1281844072693,-30.0304517959149,11.9410010366334,-24.5865829650172,3.79893876098711,2.10347465995067,-2.00432385429701,-15.1025848463415,10.4512377352574,19.8494387483321,"ependymoma"
"39",124.409187480748,-63.7614959639856,-22.1523661801268,12.3707981488521,-37.605358217872,-34.0501597077828,27.3474797095228,5.74446050925729,26.021971942104,-21.5292619178179,10.0436326704742,-12.9390267885074,4.97176185724455,-25.671023711949,-15.4285808713732,-21.6124478846885,-3.05516706846616,-8.39198503189141,2.75655067043146,19.4322650920781,"ependymoma"
"40",111.259327610614,-88.43049165854,-53.0033326418197,8.14328657350518,-1.81464678067314,-15.7751314210038,36.9247707702874,4.19749459381422,12.2170041884706,1.28404597068483,-14.6884037038452,-43.2265850512352,-6.01824303787623,-16.5539605518559,-17.2868485163834,-16.672791101745,-12.8883031288273,-15.7645094024705,4.42924214261834,9.08269494124942,"ependymoma"
"41",121.675972464102,-20.173266437994,3.07381828534087,45.1152502857313,-7.9912963584437,29.221578620063,59.4530035804483,-23.2923766855625,-35.8474782192154,42.0956867705035,-56.2742489950599,100.263799444385,-18.1710468512362,-9.25247839116864,-37.944146147234,-12.6053789811895,-6.71213405459493,-3.20580727910647,-1.99185573121352,11.5654205406831,"ependymoma"
"42",101.527651102842,-51.7435543621897,-77.7023684718583,10.369086363323,53.6721892281787,-20.5705983320358,83.4856324800349,35.0813832464125,21.9075232736703,-9.81228444734892,-54.4366905690497,-27.8814330370927,-11.0780941531112,-17.9639923831886,-16.6508625035554,-40.8033741144277,7.64494136411511,-12.5526287276603,-26.4127324939257,27.8237045608416,"ependymoma"
"43",131.779184350486,-31.2896742748858,-4.6849228035793,-56.6014810677488,36.5706947457932,27.6587916813821,-21.932857564472,-66.7496634032302,28.3176422264163,6.31272419844282,12.3350696413891,9.91878946756858,-10.9660769308757,-2.67070729761728,-8.05926765678325,29.6632968167155,-6.72369461652761,-6.15027906737957,-16.4271800203838,2.22803762846124,"ependymoma"
"44",100.83740222446,-41.6865525407042,-17.7316465111892,45.2242002265467,-3.30921401126612,10.06284494456,42.8095167814645,-14.9424046229375,-42.2939222161144,33.890938461274,-16.382790477337,60.1714754349745,-12.3243713380905,17.095729515873,0.59444218486486,-8.76648108368605,-2.64787479414039,-17.6277955792969,-0.152218500909311,-20.6731458721152,"ependymoma"
"45",125.013524689671,-13.754314312468,-114.254106695424,156.627963332459,-3.6976097331327,7.20126316753527,11.6506122633212,-11.3715857439295,36.7161093986352,4.22252675505369,24.7938555591018,15.7821461080197,5.28443213717879,79.0259080390977,29.8280538897237,34.8499089174579,33.6973105203287,28.7435941473623,-7.55750455251391,-10.7815516100182,"ependymoma"
"46",127.81881535277,0.176105167302267,-132.787358397142,118.104622809197,11.0723053835886,-12.2037698586695,-2.895988750485,-1.77728404331496,39.7046740225638,42.9446250752977,26.8180453052369,-17.5405148626251,-24.1923235595626,79.2504954847568,6.81957602865815,27.4901847883207,20.0174954698465,-6.29688620922965,-12.9635349915007,-16.2058153249163,"ependymoma"
"47",-90.5007315615275,-37.6227938909681,-14.836733599123,-49.8631893860019,109.478036024936,30.3790819998317,31.6921764425804,66.3531045427702,-13.9098429741997,-8.08623545580212,-53.982381466083,-17.2325417456541,16.246384190096,5.84170038382497,8.92697202533521,13.2711571373357,-22.42452828538,19.3488857756631,2.85133804445385,7.91686626967164,"glioblastoma"
"48",-97.1681002446132,34.334648982959,66.2856433706934,-37.6058481962103,43.0756298966093,31.3425481441087,-5.76382712790201,16.1116467158554,22.0703359462502,-58.3897248642386,44.5435724452723,57.7300272609273,30.3583384553337,12.7546114528543,20.3815888497089,-44.8470489430535,-3.78683496995098,-13.5909625907693,-1.20737250994548,4.42665261356783,"glioblastoma"
"49",105.850727551109,-19.8288954915485,29.8697138716824,-30.712435772217,8.81734921736304,17.4716645439686,-16.324856270873,-13.0675299920899,46.9236836048252,-16.8763888094009,12.3194680433768,16.4384059782264,6.21195130432498,-6.58016838323811,-31.9377287885604,-32.1132796929282,28.0098541097884,32.229935575787,-9.3267831093126,32.0237564850197,"glioblastoma"
"50",100.091081832925,-14.1726434390972,-41.0796093841458,-13.2887681857427,29.5182123993793,12.7972715032387,-0.0878039345213154,32.6466697896783,64.0498373748435,-6.9129436374553,-10.7306558327048,-0.358452734003609,4.55164901977994,-29.8594366325534,-71.4062593387844,-10.6518657788543,19.7544971909329,4.24551977515908,6.65016786353401,-18.0892358417571,"glioblastoma"
"51",90.3450917430129,-20.8030944759549,-56.1985127097632,-41.5710053386216,46.7410504806498,42.3336012717071,10.4700091276991,-0.192694086826796,-5.47659802449451,-11.9058377012422,-37.8645367905625,-12.4858408565568,13.3770857484759,-30.43001291936,-27.809502187553,-38.0134016290684,13.5519513127547,28.689598996762,28.1233900360918,30.7909945550502,"glioblastoma"
"52",-113.566416786609,-60.198424750983,19.2090143395711,-44.4475279478015,63.3497096962016,20.163304059876,-17.3623302170513,15.7196810193015,-44.9656729523842,19.1193933101124,-22.4147121972481,-40.4308035112796,-4.18198962155621,-29.5282347644624,51.1122038707515,33.7935652215926,-0.156367400380802,8.1735772796151,-9.87113934733536,12.9704816450943,"glioblastoma"
"53",-92.615697059169,-0.758668136007603,-0.506145396071569,-46.1558024149236,32.8621367977944,35.3840852023875,9.51992329089311,-37.2127869526889,5.18326719646348,25.2137765301077,44.6124364864771,1.43592942429176,-4.54773381793925,28.058998480722,8.08278734311287,-26.4754994011746,7.85384954284228,11.7907927407582,2.08734497044305,-8.39159501673785,"glioblastoma"
"54",-161.835622959766,-12.7916783503149,-26.7688423536456,1.9472407782015,92.7841010056422,16.5518114961917,10.3093975580162,-24.0293667075317,-53.593831541709,4.93919012981752,-27.5018066291663,-44.8896628027234,16.3075230469483,5.20756557123825,13.9409969967759,1.07647498127733,-2.77967926180504,19.7697278743785,18.5430599436943,-7.89223299439066,"glioblastoma"
"55",-102.078160719954,2.3076891026331,69.6537110139439,19.646891714983,45.9151174053191,36.741381603444,29.3162039372587,5.97114366051461,-36.8322144253287,-9.42184224942271,32.5049052862314,4.56608366579088,3.68180412530835,-14.7849880487473,-31.6389925771278,3.24805066599479,21.5576348821465,26.5850144376577,-3.04021644288923,-0.910865420208648,"glioblastoma"
"56",-161.90311136867,43.9937458324379,20.2481192663606,34.7655898482921,63.3996379740444,13.7714440047793,2.87674188589368,-11.010949158658,-26.1003839167453,-7.04135000892436,43.4925785952636,-2.33633579436358,22.3106779931133,8.23876220238609,-21.256079081514,-21.5236225151927,10.1722753794062,36.0182387196666,8.83261351511284,-8.76368592818419,"glioblastoma"
"57",-94.718811380674,-36.7274717469564,25.3599780558437,-68.9862309604629,-43.9200231855334,22.6417346125788,-10.5923990728958,-43.5803489450667,25.8266857361407,-20.7323399219381,15.5438629370175,7.76295347097813,-5.01777465173419,13.4264500843814,-22.0903899173319,-8.35906362375036,23.1690671903513,13.0936909287792,1.50240906802804,-6.84961420506555,"glioblastoma"
"58",-127.296726156223,46.6935303868702,22.1793750619393,-32.3334647418283,42.6345504378571,-66.315515102838,-57.5087459892929,-5.93481762166764,48.1417425673535,-46.0185765505216,-6.03345865634461,42.7679997703377,-5.666742430595,8.72171811198888,31.2205929504274,-40.2959871500276,7.66619370287066,-32.9553352342301,-6.99582045546509,26.767643390054,"glioblastoma"
"59",-85.3640625842013,-15.5914547272807,73.9446791031758,-55.5398226665577,35.2581321808565,46.1658380739635,-35.3571948646492,-8.83828715134281,10.9373621863329,-29.9769885883806,44.004693140966,28.4118457702343,19.4025183034084,6.2195792618636,31.5744474383567,-31.6982666630851,1.13694468454775,-24.8321257411863,-11.1909167136245,-1.72150834757142,"glioblastoma"
"60",-117.217522738744,17.0342140030764,41.5168830998788,-2.11224567739246,36.9085764793313,36.7972079079544,-61.1990952518823,-26.9172481118544,12.7509109043142,-23.9675174745893,35.0889189274453,10.0779767336269,19.6056519835207,0.0629805037278085,-20.519541511191,-6.94010108035241,41.9257907420375,-2.10068599617828,-34.5611886309999,15.3411780107038,"glioblastoma"
"61",-76.7599351121835,-6.53107440108749,111.196836556015,-22.1193852676543,44.7474723551877,-2.9224321522885,6.63646002578401,100.173104938399,-7.68932485207296,-53.3697018355967,22.1760530774151,31.2113241056846,50.8401136437757,-48.8511126148896,-59.221821242307,52.3039213191199,20.9387524666157,-4.94457031272218,-0.289220848887219,-66.337790385157,"glioblastoma"
"62",45.5030271929651,-75.3987292089419,22.861261827031,7.90299114280372,22.25903791141,106.221439783123,-72.4678931819995,10.9896022163447,-1.92414176771625,-30.6867833835019,-60.2116018402853,-25.807803615374,10.0510041040654,57.3170510122063,5.75028367244637,19.5707441014115,9.41369806101098,54.0717197557156,20.7135889318514,-18.3087153827562,"glioblastoma"
"63",129.448193031723,5.99455072695629,39.2832414038902,10.7947206552978,91.9228541479708,42.5314429753548,-16.4471000660908,-14.0099198534413,5.90360188666577,-44.4616225043676,17.1630908641738,18.320075315,22.7447356869588,2.29466519758974,-17.0835670549943,8.01511757267588,0.774047331002908,-13.3859367867463,-36.2795607465876,-12.4285855026821,"glioblastoma"
"64",105.690646487649,-46.8903420233144,-0.569097642759428,6.31705805801027,109.484638614703,44.4377486891756,33.157788124234,-23.3751987054558,-68.9545557329344,-20.3165273897768,-74.5387350467797,-39.3890615780872,7.54373614783442,-58.6782844848799,91.9974017686311,-10.8645020659112,57.2316249378648,16.7246193220116,-53.613668954313,-60.5104883079576,"glioblastoma"
"65",129.38169859066,15.0003756737824,28.908275144352,-3.88863571349011,81.5348691829028,24.1865966894147,-2.69401756747759,-26.7685777259752,40.9776395560328,-47.4924950580881,24.4375200413712,54.8038108698832,6.18924013224193,22.9978686555705,26.9588505748073,-47.771453439469,-11.1757697844051,-21.4618196644677,-8.09901713537091,-39.9920954340843,"glioblastoma"
"66",106.442130222438,30.1823010736208,20.7154565418402,-24.5367532761271,59.1169696132083,23.8142844401733,-6.42779575768598,-30.7122064829645,42.189311692181,-46.3293502057655,52.6129028108378,53.204398386495,18.9120723611479,-7.94052155999035,21.5622603217061,-81.0204890237174,-21.5040325855336,-15.6899737639228,10.9483005438712,-28.233771937473,"glioblastoma"
"67",-154.122910199495,28.3009807714354,-22.2905113143561,-27.5758034524139,23.6827029209956,-71.2530498117233,-29.1850751706811,-7.12948453782866,-6.10812110274651,-17.5593688260358,-31.301358751624,16.8163175405205,1.76113530531023,28.8441197880963,10.9081659963548,14.9023722064656,2.00584533227866,6.16110544684909,1.60464879978954,27.0260363934259,"glioblastoma"
"68",-86.6609135713887,-24.6835605004605,-57.5139676469096,-64.8441654892054,48.0973164122285,-53.9792132764654,12.2050540051826,18.7421617835668,0.182732145066144,1.59370659050165,-53.5759619972239,-9.03050777886704,-14.998934003694,27.1849742887239,19.5503552356605,-26.6424518142668,15.9769829076986,5.05395199367115,18.2007679534391,1.24054944540624,"glioblastoma"
"69",-219.734850965907,63.1161791258694,-5.73817323350944,25.3170314012035,80.1878442324209,-56.3993717830001,-41.8557696920753,-12.3806055407868,14.4678012719152,-49.7445409313138,-7.38740434142948,19.0848494144434,0.866692558478288,-5.6508121879179,1.48044469309045,34.5881521349959,8.37612097835149,-17.4552256755769,-25.0686662401853,21.8542745045661,"glioblastoma"
"70",-75.5359125659881,-2.17483939425085,10.7494629372477,-52.1976064730589,51.7166246686497,-10.2665063267179,45.0974975525646,43.2821391441452,36.2794247870635,-18.2844660259992,-22.3724642512557,39.2048738708329,19.3904200653425,55.5234094500575,-26.8087261534881,6.01248275517402,-31.6270170056796,54.4668828743264,-4.65075784711941,2.87070827825805,"glioblastoma"
"71",159.879836604002,-51.7542231248197,36.0751184532636,-37.2605535097252,30.8167666641166,-80.5851245984672,-51.0790489361917,15.1504076221674,-57.1996359428689,15.9425206272021,0.530763451265625,-8.6593395531832,39.1743120992341,32.0686828417714,-1.94621218175869,13.7381042968243,14.2126072206649,-14.4497254390386,19.8413955979959,26.5906701656177,"glioblastoma"
"72",-61.6541771331751,-12.9014114929786,56.0961179796492,-58.1526126580949,-10.5958588514496,-55.3599113607222,46.684688798778,93.3511935884887,15.2591897632826,-18.0963824072658,-56.9446958622237,43.1707617417177,30.7450351319331,34.7628229083161,-7.44935675661616,25.0569928061602,-17.1971975420076,15.4531321776868,33.5858366506846,-56.0955365420823,"glioblastoma"
"73",-98.7603322042935,-37.4206463289499,35.9882127485175,-62.435155642374,29.63412243454,-18.7101882200272,11.4117533414119,69.1290644936237,-11.7882601989745,-9.71062489355099,-3.11310254992396,1.94053502593231,39.1983697147953,3.78656552996799,-48.4726792988194,35.9228556948359,-13.3357690292604,-19.8610058381181,-4.85434730232665,-4.31210235091351,"glioblastoma"
"74",140.959737934475,-54.4415357414564,8.76964915803029,-33.8674107221482,64.2304966913416,-28.9592214794483,-29.9435423713389,-9.6942968071378,-58.3134276716132,8.57151010863705,-12.651113993721,-14.4570605104907,34.0406686641013,26.169589487185,7.17664752767206,5.31401703943143,12.3962367792768,-4.17028415923673,23.6671135520776,1.57602623254356,"glioblastoma"
"75",135.524033302235,57.1717660983937,-54.27606624837,-80.4787222762638,-63.2744623547882,-40.1664516645585,-4.25541445791327,-35.0185331919089,-42.5085131048869,-13.542224898384,-5.30848980981733,11.5015204733453,-11.345104362784,31.4602676698373,8.93630314442577,-2.26085555376231,21.0757472839276,2.9344716908392,16.9343765423841,-5.24180357900884,"glioblastoma"
"76",120.32649534966,1.14792698091173,-58.7814771590993,-46.1579391560656,23.6276502437847,-14.5554204063245,-6.38450819636844,-21.8204264420106,-29.0932096039085,-8.67363484127483,-17.3734777955776,-6.20805912440468,-6.63243821693211,41.4592977956541,9.61415519220531,-9.53449560771637,19.7861172169638,2.01168433625705,22.8019631257658,-22.4206829241073,"glioblastoma"
